Contour_num,Centroid_x,Centroid_y,Centroid_z,Circular Diameter (Area)
52,495.32896144199526,480.99667971856286,0,3.91318169185422
53,569.0665832286817,412.2378676605737,0,3.6533957082939423
54,614.609746136253,333.8764090610957,0,3.79432862860574
55,483.65316979281806,426.56445906932163,0,3.457592648308946
56,498.0524769883,401.888454448686,0,3.832552901512827
57,692.7691809015764,357.1516727655001,0,4.191997756584897
58,313.97965517574875,468.22658998083585,0,3.103925181679017
59,678.8468836200536,426.1266307617544,0,5.602780726092533
60,485.74406586100366,476.12214838209457,0,5.165795824996735
61,421.7441365624044,409.03715398491244,0,3.687054320312143
62,469.56104392452005,448.9177273541494,0,5.180616337999936
63,674.6071411634576,452.2982156315922,0,4.2396035003527
64,278.1943376296851,374.9208528642069,0,4.628042355742764
65,373.4501364009147,402.9752633402998,0,4.75250489809838
66,442.9462870441456,396.4757700465559,0,3.825623983540595
67,681.5988969615817,449.7203887706148,0,3.6880762091527686
68,713.9421618254356,407.6529959943941,0,5.398952138249342
69,539.940096769036,461.1133764974443,0,3.767892643407208
70,508.29490726129285,464.34210114640706,0,4.043249170138893
71,533.7228532788303,448.99623287926755,0,4.91600244979827
72,523.5447832333078,372.8898540382741,0,4.091644162679586
73,458.4309238065485,438.3896181906387,0,4.683687280637741
74,706.3342653603564,382.7512957801453,0,3.0584015275268257
75,683.2663629118133,390.0552333307728,0,3.0230830612941872
76,688.6327209254134,425.08607147200564,0,4.266815891427882
77,411.2879724281634,461.23974024734997,0,3.5927930528676484
78,359.9326526284111,429.45914039394955,0,2.8213532774067858
79,373.5214673004205,445.20323402937305,0,3.5994392798019703
80,518.4444904289028,470.7491815836116,0,2.823735722441029
81,611.3893697326259,371.0644704539643,0,4.987225260427408
82,349.7091464717022,421.75623063149027,0,3.551416122857063
83,432.186529576123,400.46181114276106,0,4.107471797085736
84,647.127024084009,367.30781188679435,0,4.722490665994087
85,718.4164343688423,380.32347790546146,0,3.136154931249507
86,265.01002534463646,386.0047227865315,0,5.607628984449207
87,370.7495037327389,476.2758025929871,0,5.160907506114086
88,420.5329282136283,389.38253508415585,0,3.5068752747451413
89,637.8039641416143,455.5159331895194,0,4.864679502540639
90,494.2387163833653,394.35502322717673,0,5.143562784889923
91,687.4487404604394,434.3948649281142,0,5.433230520680581
92,476.07757837386356,386.1465369007982,0,5.519989355411781
93,560.7164220821709,419.5016629064705,0,4.463567335522271
94,465.1229703235479,385.81032652963876,0,5.640020381090494
95,411.24753471971735,446.0440299692483,0,3.9924566192750603
96,741.467117464736,371.9821697927534,0,3.2973648839172256
97,718.9769191590108,366.38994711844157,0,4.954173095675287
98,637.7158989153936,427.72531054809735,0,5.145594556430751
99,626.2974760352713,360.731113520819,0,5.70977724395766
100,611.6283183034859,456.04065479851766,0,4.3033677508873325
